ID,Bleed_date,Who,Bleed_stage,Mass,#1,#2,#3,#4,#5,#6,#7,#8,TotalHemo,AvgHemo,Hemo_ul,LogHemo,G,P,S,O,PropPlasm,PropOeno,PropGran,PropSpher,Notes
219,11-Jun,MRS,Pupa,1.2787,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,Nothing…
224,11-Jun,MRS,Pupa,1.3417,1,4,5,3,4,4,5,2,28,3.5,350,2.545307116,,,,,,,,,Lipid Contamination
225,11-Jun,MRS,Pupa,1.6313,1,2,7,3,3,6,2,1,25,3.125,312.5,2.496237545,,,,,,,,,Melanizing
228,13-Jun,SA,Pupa,1.512,11,6,6,10,3,4,6,2,48,6,600,2.778874472,,,,,,,,,
239,13-Jun,SA,Pupa,1.0983,6,2,4,2,2,6,1,2,25,3.125,312.5,2.496237545,,,,,,,,,
240,11-Jun,MRS,Pupa,1.2876,0,0,0,1,1,1,1,0,4,0.5,50,1.707570176,,,,,,,,,
241,11-Jun,MRS,Pupa,1.4198,4,0,0,1,20,8,5,4,42,5.25,525,2.720985744,,,,,,,,,Melanizing 
242,13-Jun,SA,Pupa,1.498,4,3,4,2,9,5,4,5,36,4.5,450,2.654176542,,,,,,,,,
243,13-Jun,SA,Pupa,1.0189,6,9,2,11,6,5,4,2,45,5.625,562.5,2.75089392,,,,,,,,,
244,13-Jun,SA,Pupa,1.4703,1,0,0,0,1,2,0,0,4,0.5,50,1.707570176,,,,,,,,,
248,13-Jun,SA,Pupa,0.9347,5,6,6,7,5,4,2,3,38,4.75,475,2.677606953,,,,,,,,,
252,11-Jun,MRS,Pupa,1.4346,0,0,0,0,3,0,0,0,3,0.375,37.5,1.58546073,,,,,,,,,
253,11-Jun,MRS,Pupa,1.4518,3,12,10,6,1,4,23,15,74,9.25,925,2.966610987,,,,,,,,,Lipid Contamination
256,13-Jun,SA,Pupa,1.485,2,4,2,3,5,6,3,9,34,4.25,425,2.629409599,,,,,,,,,
263,13-Jun,SA,Pupa,1.7005,4,4,3,1,9,3,3,7,34,4.25,425,2.629409599,,,,,,,,,
266,13-Jun,SA,Pupa,1.3066,3,4,4,7,5,2,1,6,32,4,400,2.603144373,,,,,,,,,
267,13-Jun,SA,Pupa,1.4695,6,1,12,5,6,10,5,6,51,6.375,637.5,2.805160902,,,,,,,,,
269,13-Jun,SA,Pupa,1.4848,2,3,2,3,1,3,1,0,15,1.875,187.5,2.275311355,,,,,,,,,
270,13-Jun,SA,Pupa,1.2706,6,7,5,4,5,5,8,2,42,5.25,525,2.720985744,,,,,,,,,
271,20-Jun,IR,Pupa,1.4173,11,15,17,10,7,11,13,12,96,12,1200,3.079543007,,,,,,,,,Lipids
274,20-Jun,IR,Pupa,1.5962,14,6,11,8,10,11,6,7,73,9.125,912.5,2.960708552,,,,,,,,,
282,18-Jun,IR,Pupa,1.4118,9,5,12,0,8,5,5,4,48,6,600,2.778874472,,,,,,,,,Potential 1 Meroz.(too early)
283,21-Jun,IR,Pupa,1.257,12,9,13,13,6,6,7,11,77,9.625,962.5,2.983851719,,,,,,,,,Lipid Contamination
284,20-Jun,MRS,Pupa,1.4835,1,0,1,2,0,1,0,0,5,0.625,62.5,1.802773725,,,,,,,,,
289,19-Jun,IR,Pupa,1.27,7,9,8,10,8,6,4,8,60,7.5,750,2.875639937,,,,,,,,,
290,18-Jun,IR,Pupa,1.3477,3,0,1,4,6,6,2,1,23,2.875,287.5,2.460145817,,,,,,,,,(too early)
292,23-Jun,MRS,Pupa,1.2576,7,8,5,10,21,20,19,24,114,14.25,1425,3.154119526,,,,,,,,,
298,21-Jun,IR,Pupa,1.3433,3,5,5,10,5,17,5,4,54,6.75,675,2.829946696,,,,,,,,,
299,22-Jun,IR,Pupa,1.3776,13,9,9,13,11,9,14,10,,,,,,,,,,,,,pupa not hanging; high lipid contamination
300,21-Jun,IR,Pupa,1.3834,10,14,12,10,12,7,5,3,73,9.125,912.5,2.960708552,,,,,,,,,not enough for PO
302,19-Jun,IR,Pupa,1.3513,13,10,4,9,5,8,7,6,,,,,,,,,,,,,Severe lipid contamination
304,17-Jun,MRS,Pupa,1.549,11,6,10,2,9,17,15,11,81,10.125,1012.5,3.005823753,,,,,,,,,(too early)
307,17-Jun,MRS,Pupa,1.4264,6,0,3,6,2,6,5,8,36,4.5,450,2.654176542,,,,,,,,,(too early)
310,17-Jun,IR,Pupa,1.3986,16,18,12,7,5,2,10,4,74,9.25,925,2.966610987,,,,,,,,,Lipid Contamination; 2 mero?(too early)
311,19-Jun,IR,Pupa,1.4577,16,7,11,15,18,13,11,11,102,12.75,1275,3.105850674,,,,,,,,,
313,20-Jun,MRS,Pupa,1.1182,2,4,4,5,7,7,11,6,46,5.75,575,2.760422483,,,,,,,,,
314,19-Jun,IR,Pupa,1.2681,11,7,8,4,9,7,11,6,63,7.875,787.5,2.896801698,,,,,,,,,
318,20-Jun,MRS,Pupa,1.3056,13,8,9,11,9,12,9,24,95,11.875,1187.5,3.074999186,,,,,,,,,
321,17-Jun,MRS,Pupa,1.333,5,7,6,3,6,8,1,1,37,4.625,462.5,2.666049738,,,,,,,,,Lipid Contamination(too early)
322,17-Jun,IR,Pupa,1.4132,8,9,2,6,5,10,12,13,65,8.125,812.5,2.910357557,,,,,,,,,Melanizing(too early)
323,19-Jun,IR,Pupa,1.2855,4,5,4,5,3,4,1,2,28,3.5,350,2.545307116,,,,,,,,,
326,20-Jun,MRS,Pupa,1.5689,6,3,9,7,8,10,4,8,55,6.875,687.5,2.837903945,,,,,,,,,Lipids
328,20-Jun,MRS,Pupa,1.3019,6,4,4,9,9,6,6,9,53,6.625,662.5,2.821840927,,,,,,,,,
329,17-Jun,IR,Pupa,1.3575,7,5,6,7,4,8,3,12,52,6.5,650,2.813580989,,,,,,,,,(too early)
334,17-Jun,MRS,Pupa,1.5331,13,8,9,13,10,15,18,11,97,12.125,1212.5,3.084039781,,,,,,,,,Lipid Contamination (too early)
345,24-Jun,MRS,Pupa,1.2004,0,0,0,0,0,0,0,1,1,0.125,12.5,1.130333768,,,,,,,,,
347,21-Jun,IR,Pupa,1.342,10,7,16,16,10,17,15,13,104,13,1300,3.114277297,,,,,,,,,
352,24-Jun,MRS,Pupa,1.1973,15,12,15,10,6,9,8,17,92,11.5,1150,3.061075324,,,,,,,,,
362,1-Jul,MRS,Pupa,1.3794,11,7,14,13,14,17,6,5,87,10.875,1087.5,3.036828433,,,,,,,,,
365,3-Jul,IR,Pupa,1.2337,1,1,12,8,7,8,7,9,53,6.625,662.5,2.821840927,,,,,,,,,
371,1-Jul,MRS,Pupa,1.2929,8,3,2,4,4,6,8,7,42,5.25,525,2.720985744,,,,,,,,,
374,1-Jul,IR,Pupa,1.3725,18,20,17,16,13,15,22,8,129,16.125,1612.5,3.20776897,,,,,,,,,
389,2-Jul,IR,Pupa,1.4759,9,7,8,11,12,6,8,8,69,8.625,862.5,2.936262342,,,,,,,,,(merozoites not as bright as usual?)
391,28-Jun,IR,Pupa,1.1309,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
393,28-Jun,IR,Pupa,1.3834,9,8,10,12,5,8,10,11,73,9.125,912.5,2.960708552,,,,,,,,,
394,29-Jun,IR,Pupa,1.2865,11,8,10,12,7,9,7,9,73,9.125,912.5,2.960708552,,,,,,,,,
396,30-Jun,MRS,Pupa,1.6050,7,3,6,4,4,6,10,8,48,6,600,2.778874472,,,,,,,,,
398,29-Jun,IR,Pupa,1.4080,2,7,6,6,9,7,13,11,61,7.625,762.5,2.882809041,,,,,,,,,
409,25-Jun,IR,Pupa,1.5009,15,12,11,5,7,12,8,8,78,9.75,975,2.989449818,,,,,,,,,too early
412,25-Jun,IR,Pupa,1.4461,10,8,7,11,12,13,16,21,98,12.25,1225,3.08849047,,,,,,,,,too early
415,26-Jun,MRS,Pupa,1.2411,12,8,10,16,8,4,7,5,70,8.75,875,2.942504106,,,,,,,,,too early
416,26-Jun,MRS,Pupa,1.2959,5,4,7,6,7,8,5,10,52,6.5,650,2.813580989,,,,,,,,,too early
417,28-Jun,IR,Pupa,1.4669,8,10,19,7,10,14,13,12,93,11.625,1162.5,3.065766388,,,,,,,,,Lipid Contamination
421,1-Jul,IR,Pupa,1.4094,5,4,13,14,19,6,11,9,81,10.125,1012.5,3.005823753,,,,,,,,,
422,30-Jun,MRS,Pupa,1.5070,9,9,5,6,7,10,7,6,59,7.375,737.5,2.8683505,,,,,,,,,
424,1-Jul,MRS,Pupa,1.3320,8,11,1,2,5,8,8,6,49,6.125,612.5,2.787814567,,,,,,,,,
426,2-Jul,MRS,Pupa,1.3390,2,15,12,14,5,12,7,3,70,8.75,875,2.942504106,,,,,,,,,lipid contamination
429,30-Jun,MRS,Pupa,1.2193,13,11,9,16,9,4,3,10,75,9.375,937.5,2.972434277,,,,,,,,,
431,1-Jul,IR,Pupa,1.3754,8,11,21,7,25,18,8,14,112,14,1400,3.146438135,,,,,,,,,
432,29-Jun,IR,Pupa,1.2759,7,6,6,12,16,10,18,18,93,11.625,1162.5,3.065766388,,,,,,,,,lipids
433,30-Jun,MRS,Pupa,1.2666,11,115,15,7,17,4,9,14,192,24,2400,3.38039216,,,,,,,,,
437,28-Jun,IR,Pupa,1.2978,14,14,23,17,13,16,11,12,120,15,1500,3.176380692,,,,,,,,,
439,2-Jul,MRS,Pupa,1.4382,8,7,16,17,19,9,12,28,116,14.5,1450,3.161667412,,,,,,,,,
442,1-Jul,IR,Pupa,1.3123,5,8,11,8,4,3,8,6,,,,,,,,,,,,,lipid contaminiation
446,1-Jul,IR,Pupa,1.4852,2,10,2,8,10,16,8,9,65,8.125,812.5,2.910357557,,,,,,,,,
